title,doi,year,abstract,oa_url,pdf_status,source,query,date
Unintended Misalignment from Agentic Fine-Tuning: Risks and Mitigation,10.48448/x3qm-kk25,2026,"Beyond simple text generation, Large Language Models (LLMs) have evolved into agentic systems capable of planning and interacting with external tools to solve complex tasks. This evolution involves fine-tuning LLMs on agent-specific tasks to enhance their proficiency. However, safety concerns are frequently overlooked during this fine-tuning process. In this work, we show that aligned LLMs can become unintentionally misaligned, leading to a higher likelihood of executing harmful tasks and a reduced tendency to refuse them when fine-tuned to execute agentic tasks. To address these safety challenges, we propose Prefix INjection Guard (PING), a simple yet effective method that prepends automatically generated natural language prefixes to agent responses, guiding them to refuse harmful requests while preserving performance on benign tasks. Specifically, we introduce an iterative approach that alternates between (1) generating candidate prefixes and (2) selecting those that optimize both task performance and refusal behavior. Experimental results demonstrate that PING significantly enhances the safety of fine-tuned LLM agents without sacrificing their effectiveness. PING consistently outperforms existing prompting approaches across diverse benchmarks in both web navigation and code generation tasks. Our analysis of internal hidden states via linear probes reveals that prefix tokens are crucial for behavior modification, explaining the performance gains. WARNING: This paper contains contents that are unethical or offensive in nature.",https://doi.org/10.48448/x3qm-kk25,oa,openalex,"title.search:fine-tuning,title_and_abstract.search:LLM,title.search:agent,from_publication_date:2022-01-01",2026-07-03
Unintended Misalignment from Agentic Fine-Tuning: Risks and Mitigation,10.48550/arxiv.2508.14031,2025,"Beyond simple text generation, Large Language Models (LLMs) have evolved into agentic systems capable of planning and interacting with external tools to solve complex tasks. This evolution involves fine-tuning LLMs on agent-specific tasks to enhance their proficiency. However, safety concerns are frequently overlooked during this fine-tuning process. In this work, we show that aligned LLMs can become unintentionally misaligned, leading to a higher likelihood of executing harmful tasks and a reduced tendency to refuse them when fine-tuned to execute agentic tasks. To address these safety challenges, we propose Prefix INjection Guard (PING), a simple yet effective method that prepends automatically generated natural language prefixes to agent responses, guiding them to refuse harmful requests while preserving performance on benign tasks. Specifically, we introduce an iterative approach that alternates between (1) generating candidate prefixes and (2) selecting those that optimize both task performance and refusal behavior. Experimental results demonstrate that PING significantly enhances the safety of fine-tuned LLM agents without sacrificing their effectiveness. PING consistently outperforms existing prompting approaches across diverse benchmarks in both web navigation and code generation tasks. Our analysis of internal hidden states via linear probes reveals that prefix tokens are crucial for behavior modification, explaining the performance gains. WARNING: This paper contains contents that are unethical or offensive in nature.",https://arxiv.org/pdf/2508.14031,oa,openalex,"title.search:fine-tuning,title_and_abstract.search:LLM,title.search:agent,from_publication_date:2022-01-01",2026-07-03
Approach to Forming Vulnerability Datasets for Fine-Tuning AI Agents,10.1109/smartindustrycon65166.2025.10986048,2025,"This study addresses the problem of identifying vulnerabilities in open-source code by exploring existing methods of code analysis and evaluating the feasibility of automating security assessments using large language models (LLMs). We propose an approach for constructing high-quality datasets to fine-tune LLMs for software security analysis. Our methodology involves collecting and processing vulnerability data, filtering and curating security-related code changes, and structuring datasets to optimize model fine-tuning. We present an algorithm for aggregating vulnerability data sources and constructing a dataset specifically for training security-focused LLMs. To validate our approach, we fine-tune models from the Qwen family for software vulnerability detection in Python codebases during development and testing. Our findings demonstrate that the proposed method enables the development of intelligent, continuously adaptable AI agents capable of identifying and analyzing emerging zero-day vulnerabilities, not only in Python but also in other structurally similar programming languages.",,none,openalex,"title.search:fine-tuning,title_and_abstract.search:LLM,title.search:agent,from_publication_date:2022-01-01",2026-07-03
On-Policy Oracle Injection for Fine-Tuning Tool-Using Agents,10.5281/zenodo.20502389,2026,"Fine-tuning a tool-using AI agent is fundamentally different from fine-tuning a general purpose LLM, and is identified as an open problem in the on-policy distillation literature (Song & Zheng, 2026). The agent operates within a narrow distribution defined by its system prompt, available tools, and data access—a distribution the base model was never trained on. When a human expert corrects the agent’s decision, the standard approach— having a corrector LLM generate the corrected output—fails to teach the agent’s distribution, because the corrector is not the agent. In the context of a tool-using agent, even the same LLM is off-policy if it is not the same agent that generates the correction. We introduce On-Policy Oracle Injection (OPOI): inject the expert’s verdict into the agent’s prompt as a minimal steering signal, run the actual agent end-to-end with its real tools, capture the oracle-guided trace, and clean the oracle references before training. We identify three failure modes of the off-policy alternative specific to tool-using agents— vocabulary mismatch, information leakage, and conflated optimisation targets—and show how OPOI addresses each. Empirically, we compare two production models fine-tuned on the same task: one trained on OPOI data, one on Off-Policy Corrector Distillation (OPCD) data. The OPOI model generates with 16% higher confidence on identical validation prompts, closing 49% of the base → perfect confidence gap versus 37% for OPCD. Both achieve comparable task accuracy (+3% over baseline), but the OPOI model is significantly more consistent across runs (consensus 0.894 vs 0.854). Both methods teach the right answers; only on-policy training teaches the agent’s distribution.",https://doi.org/10.5281/zenodo.20502389,oa,openalex,"title.search:fine-tuning,title_and_abstract.search:LLM,title.search:agent,from_publication_date:2022-01-01",2026-07-03
Budgeted agentic AI for adaptive lightweight model fine-tuning,10.1177/15741702261450097,2026,"On-device deployment often relies on lightweight models that require fine-tuning when deployment environments differ from development conditions or when model performance changes over time. Although recent LLM-enabled agents are capable of reasoning about system states and forming adaptive strategies, they often incur substantial computational and budgetary overhead, making them impractical for resource-constrained edge settings. This paper presents Budgeted Agentic AI for Adaptive Lightweight Model Fine-Tuning (BA2), a framework for budget-constrained lightweight model adaptation that combines bounded optimization steps with auxiliary evaluation, rollback, and compression actions. BA2 enables agents to dynamically adjust adaptation strategies according to real-time budget conditions while maximizing system performance. BA2 explicitly accounts for constrained resources, including limited fine-tuning steps, tool invocation quotas, and token consumption. An Engineer–Manager architecture is introduced, where an LLM-based Engineer generates parameterized candidate operations from system logs, and a lightweight contextual-bandit Manager selects actions conditioned on both environmental states and remaining budgets. Experimental results demonstrate that BA2 achieves superior cost-performance trade-offs compared with static heuristics and inference-time search agents under tight budget constraints, while remaining competitive with strong baselines in higher-budget regimes.",,none,openalex,"title.search:fine-tuning,title_and_abstract.search:LLM,title.search:agent,from_publication_date:2022-01-01",2026-07-03
On-Policy Oracle Injection for Fine-Tuning Tool-Using Agents,10.5281/zenodo.20502390,2026,"Fine-tuning a tool-using AI agent is fundamentally different from fine-tuning a general purpose LLM, and is identified as an open problem in the on-policy distillation literature (Song & Zheng, 2026). The agent operates within a narrow distribution defined by its system prompt, available tools, and data access—a distribution the base model was never trained on. When a human expert corrects the agent’s decision, the standard approach— having a corrector LLM generate the corrected output—fails to teach the agent’s distribution, because the corrector is not the agent. In the context of a tool-using agent, even the same LLM is off-policy if it is not the same agent that generates the correction. We introduce On-Policy Oracle Injection (OPOI): inject the expert’s verdict into the agent’s prompt as a minimal steering signal, run the actual agent end-to-end with its real tools, capture the oracle-guided trace, and clean the oracle references before training. We identify three failure modes of the off-policy alternative specific to tool-using agents— vocabulary mismatch, information leakage, and conflated optimisation targets—and show how OPOI addresses each. Empirically, we compare two production models fine-tuned on the same task: one trained on OPOI data, one on Off-Policy Corrector Distillation (OPCD) data. The OPOI model generates with 16% higher confidence on identical validation prompts, closing 49% of the base → perfect confidence gap versus 37% for OPCD. Both achieve comparable task accuracy (+3% over baseline), but the OPOI model is significantly more consistent across runs (consensus 0.894 vs 0.854). Both methods teach the right answers; only on-policy training teaches the agent’s distribution.",https://doi.org/10.5281/zenodo.20502390,oa,openalex,"title.search:fine-tuning,title_and_abstract.search:LLM,title.search:agent,from_publication_date:2022-01-01",2026-07-03
Fine-Tuning and Agentic Workflows for Lebanese Arabizi Understanding and Generation,10.1109/menacomm69507.2026.11532871,2026,"Arabizi-the Latin-script rendering of spoken Arabic using letters, numerals, and punctuation-dominates informal digital communication across the Arab world. Yet most modern Arabic NLP systems assume Arabic-script input, leaving Arabizi largely unsupported. Lebanese Arabizi is particularly challenging due to extreme spelling variability, numerals-as-phonemes (e.g., 3, 7, 8), and systematic trilingual code-switching with English and French. This work presents the first unified study of Lebanese Arabizi as a conversational interface for large language models. We curate a native-speaker dataset from WhatsApp conversations and develop an evaluation protocol that captures style fidelity, instruction-following, code-switching, and orthographic variability. We compare six modeling approaches: parameter-efficient fine-tuning of open-weight LLMs, a modular Arabizi → Arabic → Arabizi pipeline, managed proprietary finetuning, parameter-efficient fine-tuning large models, and an agentic RAG workflow. Our experiments show that Arabizi-specific fine-tuning substantially improves human-likeness and dialect authenticity over non-adapted baselines. Model scale alone is insufficient for robust Lebanese Arabizi handling without dialect-aware adaptation. The translational pipeline preserves semantic content better but often degrades stylistic naturalness, while agentic RAG improves knowledge-intensive responses when paired with a fine-tuned generator. These results highlight the importance of dialect-aware adaptation and establish a reproducible foundation for Lebanese Arabizi conversational modeling.",,none,openalex,"title.search:fine-tuning,title_and_abstract.search:LLM,title.search:agent,from_publication_date:2022-01-01",2026-07-03
Heterogeneous Agentic AI System Using Fine-Tuned SLMs,10.5281/zenodo.20187040,2026,"In this work, a heterogeneous agentic AI framework is proposed for context-aware UI generation, which makes use of fine-tuned small language models (SLMs). In particular, the proposed framework splits tasks of orchestration and domain-specific generation between models, where Gemma 4 E2B is used for requirements elicitation and task decomposition, while Qwendean 4B is employed; a modified version of Qwen3-4B fine-tuned for domain-specific UI code generation. A new iterative dataset creation procedure based on the combination of UI and TailwindCSS component ecosystems from ShadCN has been developed. Following several rounds of synthetic augmentation by means of DeepSeek-V3, the size of the created dataset increased from about 900 components to over 4,100 prompt-completion samples available under iamdyeus/ui-instruct-4k SLM fine-tuning was done using LoRA approach, supplemented by rsLoRA stability technique in 16-bit floating point arithmetic. The trained model showed its capability to synthesize cohesive interfaces based on React/TypeScript UI code and ShadCN/TailwindCSS components. A full-fledged heterogeneous pipeline based on LangGraph, consisting of orchestration, execution, and validation layers, was created. Experiments demonstrated an increase in the output quality consistency and lower inference time compared to the homogeneous GPT-LLM-based approach; in particular, about 3-5× lower latency was obtained within local section-based generation. Training artifacts, the agent harness, and an Electron application for local testing are available in the open-source repository iamDyeus/qwendean",https://doi.org/10.5281/zenodo.20187040,oa,openalex,"title.search:fine-tuning,title_and_abstract.search:LLM,title.search:agent,from_publication_date:2022-01-01",2026-07-03
Heterogeneous Agentic AI System Using Fine-Tuned SLMs,10.5281/zenodo.20187039,2026,"In this work, a heterogeneous agentic AI framework is proposed for context-aware UI generation, which makes use of fine-tuned small language models (SLMs). In particular, the proposed framework splits tasks of orchestration and domain-specific generation between models, where Gemma 4 E2B is used for requirements elicitation and task decomposition, while Qwendean 4B is employed; a modified version of Qwen3-4B fine-tuned for domain-specific UI code generation. A new iterative dataset creation procedure based on the combination of UI and TailwindCSS component ecosystems from ShadCN has been developed. Following several rounds of synthetic augmentation by means of DeepSeek-V3, the size of the created dataset increased from about 900 components to over 4,100 prompt-completion samples available under iamdyeus/ui-instruct-4k SLM fine-tuning was done using LoRA approach, supplemented by rsLoRA stability technique in 16-bit floating point arithmetic. The trained model showed its capability to synthesize cohesive interfaces based on React/TypeScript UI code and ShadCN/TailwindCSS components. A full-fledged heterogeneous pipeline based on LangGraph, consisting of orchestration, execution, and validation layers, was created. Experiments demonstrated an increase in the output quality consistency and lower inference time compared to the homogeneous GPT-LLM-based approach; in particular, about 3-5× lower latency was obtained within local section-based generation. Training artifacts, the agent harness, and an Electron application for local testing are available in the open-source repository iamDyeus/qwendean",https://doi.org/10.5281/zenodo.20187039,oa,openalex,"title.search:fine-tuning,title_and_abstract.search:LLM,title.search:agent,from_publication_date:2022-01-01",2026-07-03
LAWE-CL2: Multi-agent LLM-based automated writing evaluation system integrating linguistic features with fine-tuning for Chinese L2 writing assessment,10.1016/j.asw.2026.101051,2026,,,none,openalex,"title.search:fine-tuning,title_and_abstract.search:LLM,title.search:agent,from_publication_date:2022-01-01",2026-07-03
AgentFlux: Decoupled Fine-Tuning &amp; Inference for On-Device Agentic Systems,10.48550/arxiv.2510.00229,2025,"The deployment of Large Language Models (LLMs) as agentic orchestrators has revolutionized task automation, but the need for privacy-preserving, cost-effective solutions demands on-device inference capabilities. However, local LLMs consistently underperform compared to frontier models in tool calling scenarios, struggling with both tool selection from large tool sets and accurate argument generation for complex parameter structures. We introduce a methodology that disaggregates a tool-calling task into two distinct subtasks: tool selection and argument generation. We propose ""decoupled fine-tuning"", a novel post-training approach that employs LoRA fine-tuning to create dedicated LoRA adapters for tool selection and tool-specific argument generation using separate loss masking for each of the subtasks. Furthermore, we present AgentFlux, an inference framework that leverages the LoRA adapters created using decoupled fine-tuning to perform efficient agent orchestration with the help of local models on end-user devices. AgentFlux decomposes the tool-call generation step into tool selection and argument generation, and dynamically loads the corresponding LoRA adapters to generate tool calls. Additionally, AgentFlux implements hierarchical orchestration to restrict the number of tools required for tool selection. Our experiments on the MCP-Bench benchmark demonstrate that the Qwen-2.5-7B model trained using decoupled fine-tuning improves the tool calling accuracy of the base model by 46%, and outperforms other local reasoning, non-reasoning and fine-tuned models of similar size in all cases, and models that are 2x larger, in most cases.",https://arxiv.org/pdf/2510.00229,oa,openalex,"title.search:fine-tuning,title_and_abstract.search:LLM,title.search:agent,from_publication_date:2022-01-01",2026-07-03
Fine-Tuning Large Language Models for Saudi Arabic Voice Agents,10.52710/cfs.774,2024,"To support the growing voice-focused technologies in Saudi Arabia, such as innovative city solutions, government services, healthcare, and finance that require voice-assisted search and navigation, there is a need to create voice agents that will provide linguistic and cultural accuracy with high linguistic clarity and understanding of the Saudi Arabian culture. Historical systems of natural language processing (NLP) that are usually trained over Modern Standard Arabic (MSA) or generalized (dialect) corpus in general were not necessarily capable of representing the regional, phonetic, and pragmatic peculiarities of Saudi Arabic across quite different Najdi, Hijazi, Gulf, and Southern dialects. This paper discusses fine-tuning the large language models (LLMs) to enable productive spoken-dialog systems tailored to the Saudi users. It incorporates intensive data collections with the help of multiple Saudi Arabic sources, labeling data by dialect, preprocessing the acoustic features, and fine-tuning (several stages) of transformer-based systems. The method entails the hybrid training with textual and audio data, and the performance assessment is carried out using both automatic measures (e.g., WER, BLEU) and human expertise of the trustworthiness, fluency, and sociocultural compatibility. The practical result shows that fine-tuned models can bring a far greater accuracy than baseline MSA or generic Arabic models in particular domains of use like e-government services, travel agencies specializing in religion, and triaging healthcare systems. Issues such as ethics and practicality of fairness of dialect representation, privacy of voice data, and sociolinguistic bias are crucial ethical and practical issues that the author discusses in the paper. In addition to being usable, voice agents would require cultural competence to make them inclusive and digitally equitable. This work presents a language-aware framework to support regional language learning options in Saudi Arabian, which further provides a blueprint that can be scaled to localize the use of LLMs in less-representative linguistic contexts, and a portion of the Saudi Arabian government is likely to meet its overall AI and digital transformation vision as outlined in Vision 2030.",https://computerfraudsecurity.com/index.php/journal/article/download/774/529,oa,openalex,"title.search:fine-tuning,title_and_abstract.search:LLM,title.search:agent,from_publication_date:2022-01-01",2026-07-03
Enhancing Dynamic Personalization in Dietitian Agents with RAG and Medical Dialogue Fine-Tuning,10.1109/escience65000.2025.00070,2025,"We present an AI dietitian chatbot that generates factually accurate and empathetic responses. The system employs an agentic AI architecture and incorporates a nutrition database and two Large Language Models (LLMs), one of which is fine-tuned with natural doctor-patient conversations. A preliminary evaluation is performed using an LLM-as-a-judge approach, where the system’s responses are evaluated against a baseline model with regard to factual consistency and empathy. Preliminary results show much improved retrieval consistency and empathy in our responses compared to the baseline model.",,none,openalex,"title.search:fine-tuning,title_and_abstract.search:LLM,title.search:agent,from_publication_date:2022-01-01",2026-07-03
"ASSESSING A FINE-TUNED SCRUM AI AGENT: ACCURACY, UTILITY, AND EXPERT VALIDATION",10.26668/businessreview/2025.v10i4.5426,2025,"Purpose: This study aims to address the inaccuracies present in default large language models (LLMs) concerning Scrum and Agile methodologies by developing and evaluating a specialized AI model fine-tuned for these domains. Theoretical Framework: Grounded in Agile principles and Scrum frameworks, this research integrates systems thinking and pattern languages to enhance the AI model's understanding and application of Scrum practices. Design/Methodology/Approach: The research commenced with a pre-trained LLM, which underwent targeted fine-tuning using a curated dataset comprising established Scrum patterns, systems thinking principles, and real-world scenarios from authoritative Scrum literature. Advanced prompt engineering techniques, including Chain of Thought (CoT) and Role-Playing, were employed to enhance the model's reasoning and context-specific response generation. The model's performance was assessed through quantitative metrics and qualitative evaluations by Scrum experts. Findings: The fine-tuned model demonstrated superior performance over general-purpose LLMs in generating accurate, relevant, and actionable responses aligned with empirical Scrum practices. Quantitative analyses revealed significant improvements in accuracy and context relevance, while qualitative feedback from experts highlighted the model's enhanced understanding of nuanced Scrum scenarios. Research, Practical &amp; Social Implications: This study underscores the potential of domain-specific fine-tuning in mitigating misinformation propagated by general-purpose LLMs. Practically, the developed model serves as a reliable tool for Scrum practitioners seeking guidance, thereby improving Agile implementation outcomes. Socially, the research contributes to the broader discourse on responsible AI deployment, emphasizing the need for contextual awareness in AI applications. Originality/Value: This research pioneers the fine-tuning of LLMs specifically for Scrum and Agile methodologies, offering a novel solution to the inaccuracies prevalent in default models. The integration of advanced prompt engineering techniques and the emphasis on empirical Scrum practices contribute uniquely to both AI and Agile communities.",https://openaccessojs.com/JBReview/article/download/5426/2232,oa,openalex,"title.search:fine-tuning,title_and_abstract.search:LLM,title.search:agent,from_publication_date:2022-01-01",2026-07-03
AoPSFT: Subplan-Aware Fine-Tuning for Interpretable Multi-turn Reasoning Agents,10.1007/978-981-95-4088-4_12,2025,,,none,openalex,"title.search:fine-tuning,title_and_abstract.search:LLM,title.search:agent,from_publication_date:2022-01-01",2026-07-03
When Safety Geometry Collapses: Fine-Tuning Vulnerabilities in Agentic Guard Models,10.1609/aaaiss.v9i1.42939,2026,"A guard model fine-tuned on entirely benign data can lose all safety alignment– not through adversarial manipulation, but through standard domain specialization. We demonstrate this failure across three purpose-built safety classifiers– LlamaGuard, WildGuard, and Granite Guardian– deployed as protection layers in agentic AI pipelines, and show that it originates in the destruction of latent safety geometry: the structured, harmful–benign representational boundary that guides classification. We extract per-layer safety subspaces via SVD on class-conditional activation differences and track how this boundary evolves under benign fine-tuning. Granite Guardian undergoes complete collapse– refusal rate drops from 85% to 0%, CKA falls to zero, and 100% of outputs become ambiguous– a severity exceeding prior findings on general-purpose LLMs, explained by the specialization hypothesis: concentrated safety representations are efficient but catastrophically brittle. To mitigate this, we propose Fisher-Weighted Safety Subspace Regularization (FW-SSR), a training-time penalty combining (i) curvature-aware direction weights derived from diagonal Fisher information and (ii) an adaptive λt that scales with task–safety gradient conflict. FW-SSR recovers 75% refusal on Granite Guardian (CKA = 0.983) and reduces WildGuard’s Attack Success Rate to 3.6%– below the unmodified baseline– by actively sharpening the safety subspace rather than merely anchoring it. Across all three models, structural representational geometry (CKA, Fisher score) predicts safety behavior more reliably than absolute displacement metrics, establishing geometry-based monitoring as a necessary component of guard model evaluation in agentic deployments.",https://ojs.aaai.org/index.php/AAAI-SS/article/download/42939/50499,oa,openalex,"title.search:fine-tuning,title_and_abstract.search:LLM,title.search:agent,from_publication_date:2022-01-01",2026-07-03
When Safety Geometry Collapses: Fine-Tuning Vulnerabilities in Agentic Guard Models,10.48550/arxiv.2605.02914,2026,"A guard model fine-tuned on entirely benign data can lose all safety alignment -- not through adversarial manipulation, but through standard domain specialization. We demonstrate this failure across three purpose-built safety classifiers -- LlamaGuard, WildGuard, and Granite Guardian -- deployed as protection layers in agentic AI pipelines, and show that it originates in the destruction of latent safety geometry: the structured harmful -- benign representational boundary that guides classification. We extract per-layer safety subspaces via SVD on class-conditional activation differences and track how this boundary evolves under benign fine-tuning. Granite Guardian undergoes complete collapse -- refusal rate drops from 85\% to 0\%, CKA falls to zero, and 100\% of outputs become ambiguous -- a severity exceeding prior findings on general-purpose LLMs, explained by the specialization hypothesis: concentrated safety representations are efficient but catastrophically brittle. To mitigate this, we propose Fisher-Weighted Safety Subspace Regularization (FW-SSR), a training-time penalty combining (i) curvature-aware direction weights derived from diagonal Fisher information and (ii) an adaptive $λ_t$ that scales with task-safety gradient conflict. FW-SSR recovers 75\% refusal on Granite Guardian (CKA = 0.983) and reduces WildGuard's Attack Success Rate to 3.6\% -- below the unmodified baseline -- by actively sharpening the safety subspace rather than merely anchoring it. Across all three models, structural representational geometry (CKA, Fisher score) predicts safety behavior more reliably than absolute displacement metrics, establishing geometry-based monitoring as a necessary component of guard model evaluation in agentic deployments.",https://doi.org/10.48550/arxiv.2605.02914,oa,openalex,"title.search:fine-tuning,title_and_abstract.search:LLM,title.search:agent,from_publication_date:2022-01-01",2026-07-03
